Permit Type,Street Number,Unit,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Estimated Cost,Revised Cost,Existing Units,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Proposed Construction Type,Supervisor District,Zipcode,Record ID
2,101,,48.0,48.0,,45000.0,53456.0,0.0,0.0,2,,1.0,1.0,3.0,94111,138112466081
5,1725,,4.0,4.0,,35000.0,42000.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1534797239612
3,540,,5.0,5.0,,30000.0,30000.0,44.0,44.0,2,,3.0,3.0,5.0,94102,1381946233829
7,0,,,,,1.0,1.0,,,0,,,,10.0,94124,1211911439701
7,2291,,4.0,4.0,,20000.0,32908.0,80.0,80.0,0,,5.0,5.0,3.0,94133,1530736230613
7,50,,24.0,24.0,,1000000.0,1500000.0,,,2,,1.0,1.0,6.0,94105,1382256164587
6,745,0.0,3.0,3.0,,12000.0,12000.0,3.0,3.0,2,,5.0,5.0,6.0,94103,1382611402393
3,2700,,,5.0,,1.0,1.0,0.0,91.0,2,,,1.0,10.0,94124,1374596495945
8,6201,,1.0,1.0,,1.0,0.0,,,2,,3.0,3.0,10.0,94124,1380001176429
5,4,,40.0,40.0,,50000.0,50000.0,,,2,,1.0,1.0,3.0,94111,137905363352
1,300,,12.0,12.0,,2575.0,2575.0,0.0,0.0,2,,1.0,1.0,3.0,94104,138111766065
3,0,,,,,1.0,1.0,,,0,,,,10.0,94124,1211885439701
2,705,,4.0,,,4400.0,4400.0,,,2,,3.0,,5.0,94109,138180669431
8,3801,,2.0,2.0,,4000.0,20000.0,,,2,,5.0,5.0,10.0,94124,1383219366864
7,44,,43.0,43.0,,28620.0,72474.0,0.0,0.0,2,,1.0,1.0,3.0,94104,138154767101
1,1485,,4.0,4.0,,10000.0,10000.0,,,2,,5.0,5.0,10.0,94124,1383547182265
5,150,,23.0,23.0,,481140.0,481140.0,,,2,,1.0,1.0,3.0,94111,153035263369
5,743,0.0,3.0,3.0,,12000.0,12000.0,3.0,3.0,2,,5.0,5.0,6.0,94103,1382610402392
8,720,,3.0,3.0,,40000.0,25000.0,12.0,12.0,2,,5.0,5.0,5.0,94115,153479590870
8,300,0.0,25.0,25.0,,280000.0,280000.0,,,2,,1.0,1.0,3.0,94111,1384293469987
2,1599,,1.0,1.0,,10000.0,10000.0,,,2,,5.0,5.0,10.0,94107,1382313173379
1,2940,0.0,3.0,3.0,,20000.0,46000.0,1.0,1.0,2,,5.0,5.0,2.0,94115,1379821429746
6,888,,5.0,5.0,,12350.0,20000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1379766373726
7,2120,0.0,3.0,3.0,,25000.0,25000.0,20.0,20.0,0,,3.0,3.0,2.0,94115,1382701410206
4,75,,1.0,1.0,,1.0,1.0,,,2,,5.0,5.0,10.0,94124,1379592179558
3,1044,,3.0,3.0,,10000.0,10000.0,48.0,51.0,2,,5.0,5.0,6.0,94103,1379796270436
4,113,,,4.0,,1.0,1.0,,2.0,0,,,5.0,7.0,94132,1371357501229
6,260,,0.0,9.0,,56408000.0,1.0,0.0,182.0,2,,,1.0,6.0,94103,1369707364760
1,415,,63.0,63.0,,37940.0,27940.0,,,2,,1.0,1.0,6.0,94105,1532754495332
7,1630,,0.0,0.0,,25000.0,300000.0,0.0,0.0,2,,,,6.0,94158,1385607501622
2,1355,,4.0,4.0,,20000.0,20000.0,12.0,12.0,2,,5.0,5.0,2.0,94123,153247371259
2,631,304.0,21.0,21.0,,29000.0,29000.0,186.0,186.0,2,,5.0,5.0,5.0,94109,153339069526
6,0,,0.0,0.0,,1.0,1.0,0.0,0.0,2,,,,10.0,94124,1048262439703
8,180,,13.0,13.0,,38456.0,40000.0,,,2,,1.0,1.0,6.0,94105,1523046164641
2,0,,0.0,0.0,,1.0,1.0,0.0,0.0,2,,,,10.0,94124,1045138449411
4,1,,45.0,45.0,,1000.0,1000.0,,,2,,1.0,1.0,3.0,94126,152440663347
1,144,,3.0,3.0,,2000.0,2000.0,,,2,,1.0,1.0,6.0,94107,1523123167817
6,55,,40.0,40.0,,210000.0,210000.0,1500.0,1500.0,2,,1.0,1.0,6.0,94103,1521650249105
3,415,,63.0,63.0,,2000000.0,2750000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1529995495332
4,1690,0.0,4.0,4.0,,38000.0,58480.0,18.0,18.0,2,,5.0,5.0,2.0,94123,1524457301538
8,45,,,39.0,,8000.0,12000.0,,320.0,2,,,1.0,6.0,94105,1358974365345
2,2269,0.0,3.0,3.0,,75000.0,75000.0,16.0,16.0,2,,5.0,5.0,2.0,94115,1530013416995
8,415,,63.0,63.0,,71150.0,71150.0,,,2,,1.0,1.0,6.0,94105,1521795495332
6,188,,12.0,12.0,,34790.0,34790.0,,,2,,1.0,1.0,6.0,94105,1528019488112
1,8,,2.0,2.0,,148000.0,148000.0,,,2,,3.0,3.0,6.0,94103,1539990514048
7,415,,63.0,63.0,,80720.0,80720.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1522946495332
5,2775,,4.0,4.0,,20000.0,0.0,1.0,1.0,2,,5.0,5.0,2.0,94123,152308485148
3,22,,17.0,17.0,,49000.0,49000.0,,,2,,1.0,1.0,6.0,94103,1524398497172
4,2815,,,3.0,,1.0,1.0,,3.0,2,,,3.0,2.0,94109,152334571455
1,420,,13.0,13.0,,28400.0,28400.0,,,2,,1.0,1.0,3.0,94104,1527314385563
3,590,,6.0,6.0,,1.0,400.0,18.0,18.0,2,,5.0,5.0,3.0,94102,1521732464285
4,1070,0.0,3.0,3.0,,100000.0,80000.0,16.0,16.0,2,,5.0,5.0,6.0,94103,1528130409101
6,1223,,7.0,7.0,,2500.0,2500.0,120.0,120.0,2,,5.0,5.0,5.0,94115,1527418388451
2,3445,0.0,4.0,4.0,,1000.0,1000.0,15.0,15.0,2,,5.0,5.0,2.0,94123,1530362413454
4,175,,4.0,4.0,,45000.0,75000.0,12.0,12.0,2,,5.0,5.0,2.0,94123,152914471137
6,2090,,3.0,3.0,,7500.0,7500.0,1.0,1.0,2,,5.0,5.0,2.0,94123,152427974179
5,44,,43.0,43.0,,1800000.0,1800000.0,,,2,,1.0,1.0,3.0,94104,153038667101
1,44,,43.0,43.0,,33378.0,33378.0,,,2,,1.0,1.0,3.0,94104,152296467101
2,0,,0.0,0.0,,35000.0,35000.0,0.0,0.0,2,,,,10.0,94124,1049098439700
1,1,,32.0,32.0,,27480.0,27480.0,0.0,0.0,2,,1.0,1.0,3.0,94111,152580466082
2,415,,61.0,61.0,,1000.0,1000.0,,,2,,1.0,1.0,6.0,94105,1521358495332
1,562,,7.0,7.0,,30000.0,30000.0,96.0,96.0,2,,3.0,3.0,3.0,94102,151984366922
1,865,,8.0,8.0,,20000.0,20000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1348304164435
5,524,,0.0,0.0,,50000.0,50000.0,0.0,0.0,2,,5.0,5.0,6.0,94105,1039350164671
5,475,,21.0,21.0,,400000.0,600000.0,,,2,,1.0,1.0,3.0,94111,134642263342
1,415,,61.0,61.0,,1000.0,1000.0,,,2,,1.0,1.0,6.0,94105,1521359495332
1,83,,,2.0,,6000.0,0.0,0.0,1.0,2,,,5.0,7.0,94131,1351242459613
7,201,,17.0,17.0,,15000.0,45000.0,,,2,,1.0,1.0,3.0,94111,134593366080
6,1820,,,8.0,,197000.0,197000.0,0.0,95.0,2,,,1.0,3.0,94109,1345208488730
5,3535,,4.0,4.0,,30000.0,54439.0,12.0,12.0,2,,5.0,5.0,2.0,94123,152120371157
2,901,,2.0,2.0,,8000.0,30000.0,,,2,,3.0,3.0,10.0,94124,1520399504037
7,160,,19.0,19.0,,1.0,0.0,,,2,,1.0,1.0,6.0,94105,1519104164635
7,2,,35.0,35.0,,50000.0,50000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,134650663348
8,505,,24.0,24.0,,5000.0,5000.0,,,2,,1.0,1.0,3.0,94111,151978863283
5,2170,0.0,2.0,2.0,,7880.0,7880.0,2.0,2.0,0,,5.0,5.0,1.0,94117,1336197438974
1,325,,0.0,0.0,,170000.0,170000.0,0.0,0.0,2,,1.0,1.0,6.0,94158,1024657437688
1,2841,,3.0,3.0,,20000.0,20000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,133717585371
5,2650,,2.0,2.0,,7000.0,7000.0,,,2,,2.0,2.0,9.0,94110,1518097168784
8,1550,,12.0,12.0,,8400.0,8400.0,0.0,0.0,2,,1.0,1.0,9.0,94103,1339692168058
2,140,,30.0,,,300.0,1000.0,,,2,,1.0,,6.0,94105,1341040466407
7,2511,,3.0,3.0,,1000.0,1.0,25.0,25.0,2,,5.0,5.0,5.0,94115,1517329505314
7,1545,,,4.0,,33000.0,53000.0,,3.0,2,,,5.0,1.0,94118,1518339100150
8,650,,6.0,6.0,,625000.0,625000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1336061348556
7,939,,2.0,2.0,,15000.0,15000.0,0.0,0.0,2,,5.0,5.0,6.0,94107,1335610388494
4,2525,,1.0,1.0,,2500.0,2500.0,,,2,,3.0,3.0,10.0,94124,1517519505632
2,1501,,3.0,3.0,,30000.0,30000.0,25.0,25.0,2,,5.0,5.0,5.0,94115,15173281370
3,50,,24.0,24.0,,6000.0,6000.0,,,2,,1.0,1.0,6.0,94105,1513344164587
6,760,,11.0,11.0,,40000.0,40000.0,0.0,0.0,2,,1.0,1.0,3.0,94108,133436269778
7,1800,,,8.0,,10000.0,80000.0,0.0,95.0,2,,,1.0,3.0,94109,133083476454
1,55,0.0,24.0,24.0,,690000.0,690000.0,,,2,,1.0,1.0,6.0,94105,1512269394477
6,39,,2.0,2.0,,1.0,1.0,0.0,0.0,2,,5.0,5.0,6.0,94102,1335153373580
4,1335,,1.0,1.0,,4000.0,4000.0,0.0,0.0,2,,3.0,3.0,5.0,94115,1330940351731
7,150,,19.0,19.0,,34600.0,34600.0,,,2,,1.0,1.0,6.0,94105,1515431164642
7,1298,,2.0,2.0,,40000.0,40000.0,,,0,,5.0,5.0,9.0,94110,1512005505656
5,36,,3.0,3.0,,6000.0,6000.0,8.0,8.0,2,,5.0,5.0,2.0,94123,151334670665
2,555,0.0,52.0,52.0,,1.0,500.0,,,2,,1.0,1.0,3.0,94104,1516674298587
1,835,0.0,9.0,9.0,,436500.0,436500.0,,,2,,1.0,1.0,6.0,94103,1519193437555
7,74,,,3.0,,20000.0,20000.0,0.0,1.0,2,,,5.0,8.0,94131,1329892227437
7,505,,,11.0,,1.0,1.0,,0.0,2,,,1.0,6.0,94105,1331960387475
4,500,0.0,11.0,11.0,,25000.0,25000.0,,,2,,1.0,1.0,6.0,94105,1515106480621
1,730,,,,,622580.0,1824000.0,,,2,,,,5.0,94117,1667861364552
1,400,,,5.0,,29400.0,29400.0,0.0,40.0,2,,,5.0,9.0,94103,1332497158058
7,381,,,4.0,,15000.0,15000.0,,3.0,2,,,5.0,1.0,94121,1516141489680
2,350,,,27.0,,16000.0,,0.0,0.0,2,,,1.0,6.0,94105,1328693164586
4,1068,,,4.0,,482500.0,,,4.0,2,,,5.0,9.0,94110,1669118171261
7,1839,,,4.0,,1.0,1.0,,2.0,0,,,5.0,3.0,94133,1332963425831
4,1411,,,35.0,,15000.0,25000.0,0.0,719.0,2,,,1.0,6.0,94103,1334706452069
5,575,,40.0,40.0,,18000.0,18000.0,,,2,,1.0,1.0,6.0,94105,1511913507760
1,1717,0.0,4.0,4.0,,30000.0,30000.0,30.0,30.0,2,,5.0,5.0,2.0,94117,1513562417276
1,120,,38.0,38.0,,125000.0,125000.0,,,2,,1.0,1.0,3.0,94108,151497567110
3,1100,,10.0,10.0,,466000.0,466000.0,,,2,,1.0,1.0,3.0,94109,151346379883
4,150,,14.0,14.0,,45000.0,460000.0,420.0,420.0,2,,1.0,1.0,6.0,94102,151405982085
5,65,,1.0,,,1200.0,1200.0,250.0,,2,,5.0,,3.0,94133,1512258347115
5,121,,24.0,24.0,,1.0,1.0,320.0,320.0,2,,1.0,1.0,6.0,94105,1512330436366
5,1998,,,9.0,,750.0,8100.0,,114.0,2,,,1.0,8.0,94102,1329371388168
5,505,,11.0,11.0,,2500.0,2500.0,,,2,,1.0,1.0,6.0,94105,1334288496570
3,1235,,4.0,4.0,,8000.0,8000.0,,,2,,2.0,2.0,6.0,94103,1512276165159
2,1715,0.0,4.0,4.0,,30000.0,30000.0,30.0,30.0,2,,5.0,5.0,2.0,94117,1513561417275
3,135,,3.0,3.0,,1500.0,1500.0,52.0,52.0,0,,3.0,3.0,6.0,94103,1507949249122
5,28,0.0,3.0,3.0,,20000.0,20000.0,6.0,6.0,0,,5.0,5.0,6.0,94107,1498580415957
2,345,,48.0,48.0,,21000.0,7500.0,158.0,158.0,2,,1.0,1.0,3.0,94104,150094966075
3,405,,17.0,17.0,,2500.0,2500.0,263.0,263.0,2,,1.0,1.0,5.0,94102,1499800233807
6,45,,34.0,34.0,,9500.0,9500.0,,,2,,1.0,1.0,6.0,94105,1496468164588
7,255,,16.0,16.0,,9000.0,9000.0,250.0,250.0,2,,1.0,1.0,6.0,94107,1498347387769
7,450,1.0,3.0,3.0,,550000.0,550000.0,165.0,165.0,2,,1.0,1.0,10.0,94107,1504514482309
8,555,0.0,33.0,33.0,,3250.0,3250.0,,,2,,1.0,1.0,6.0,94105,1509428394511
6,450,,3.0,3.0,,550000.0,765000.0,,,2,,3.0,3.0,6.0,94107,1500594361797
3,39,,,,,75000.0,75000.0,,,2,,,,6.0,94130,1651022520894
7,1011,0.0,2.0,2.0,,5000.0,25000.0,,,2,,3.0,3.0,6.0,94103,1499365481640
7,235,,25.0,25.0,,3000.0,3000.0,,,2,,1.0,1.0,3.0,94104,150742666161
3,851,,6.0,6.0,,5000.0,7500.0,32.0,32.0,2,,1.0,1.0,2.0,94109,1496097454115
5,155,,3.0,3.0,,1500.0,0.0,8.0,8.0,0,,5.0,5.0,10.0,94124,1499263173801
6,400,,10.0,10.0,,1100000.0,1100000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1502228448284
7,839,0.0,3.0,3.0,,86600.0,86600.0,7.0,7.0,2,,5.0,5.0,5.0,94117,1510997414512
2,70,0.0,3.0,3.0,,19400.0,21662.0,5.0,5.0,2,,5.0,5.0,6.0,94103,1504246405552
4,2985,,1.0,,,1600.0,1600.0,,,2,,5.0,,9.0,94134,1511436182493
8,680,,13.0,13.0,,50000.0,60000.0,,,2,,1.0,1.0,6.0,94107,1496410458558
5,101,,29.0,29.0,,3000.0,6500.0,,,2,,1.0,1.0,3.0,94104,150725867035
3,250,,15.0,15.0,,450000.0,450000.0,,,2,,1.0,1.0,3.0,94104,150464066174
1,123,,29.0,29.0,,300000.0,300000.0,,,2,,1.0,1.0,6.0,94105,1494105164644
3,850,0.0,5.0,5.0,,1.0,1.0,24.0,24.0,0,,5.0,5.0,3.0,94109,1496557413740
2,353,,23.0,23.0,,45000.0,0.0,,,2,,1.0,1.0,3.0,94111,150194163381
4,5232,,2.0,2.0,,28500.0,38500.0,0.0,0.0,2,,5.0,5.0,11.0,94112,1499754218329
8,1563,,2.0,2.0,,800.0,10000.0,1.0,1.0,2,,5.0,5.0,10.0,94124,1494765181408
2,2055,,4.0,4.0,,2500.0,4600.0,,,2,,5.0,5.0,2.0,94123,149545572447
2,3425,0.0,4.0,4.0,,30000.0,30000.0,2.0,2.0,0,,5.0,5.0,2.0,94123,1502151420621
5,181,,56.0,56.0,,27000.0,27333.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1497722358581
3,845,,9.0,,,5000.0,5000.0,0.0,,2,,1.0,,6.0,94103,1492167448478
2,1201,,2.0,2.0,,12000.0,12000.0,0.0,0.0,2,,2.0,2.0,4.0,94116,1508399126375
4,400,,12.0,12.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94104,149609363393
3,1608,,4.0,4.0,,10000.0,10000.0,4.0,4.0,2,,5.0,5.0,3.0,94133,1494404273513
6,501,,8.0,8.0,,20000.0,30000.0,,,2,,1.0,1.0,6.0,94107,1494941167201
8,2,,30.0,30.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94111,150398363348
4,930,,3.0,3.0,,200000.0,200000.0,2.0,2.0,2,,5.0,5.0,9.0,94110,1501191170974
1,255,115.0,7.0,7.0,,15000.0,15000.0,100.0,100.0,2,,1.0,1.0,6.0,94158,1511055438900
7,1095,,8.0,9.0,,1.0,0.0,0.0,203.0,2,,1.0,1.0,6.0,94103,1492147164346
6,2180,,3.0,3.0,,200000.0,200000.0,0.0,0.0,2,,2.0,2.0,9.0,94110,1496816424218
1,1725,,4.0,4.0,,35000.0,35000.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1494495239612
5,845,,8.0,8.0,,5000.0,5000.0,,,2,,1.0,1.0,6.0,94103,1499415448480
4,1888,,4.0,4.0,,1.0,1.0,16.0,16.0,2,,2.0,2.0,11.0,94134,1497162493728
7,3540,,3.0,3.0,,100000.0,300000.0,1.0,1.0,2,,5.0,5.0,2.0,94118,149932685552
4,1,0.0,2.0,2.0,,5200.0,5200.0,119.0,117.0,2,,5.0,5.0,7.0,94132,1509743483445
6,2985,,1.0,1.0,,1000.0,1.0,,,2,,5.0,5.0,9.0,94134,1511433182493
8,101,,4.0,4.0,,400000.0,400000.0,,,2,,3.0,3.0,6.0,94103,1504890168013
5,1700,,5.0,5.0,,80000.0,,,,2,,1.0,1.0,6.0,94158,1511557437413
5,181,,55.0,55.0,,6000.0,6000.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1504085510885
2,465,101.0,4.0,4.0,,1.0,1.0,18.0,18.0,2,,5.0,5.0,6.0,94103,1511635438685
1,645,,4.0,4.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94107,1496407166653
7,100,,14.0,14.0,,125000.0,175000.0,,,2,,1.0,1.0,3.0,94111,149787263367
8,342,,7.0,7.0,,50000.0,2120000.0,145.0,145.0,2,,3.0,3.0,3.0,94108,1499943233617
5,5,,2.0,2.0,,70000.0,100000.0,0.0,0.0,2,,5.0,5.0,6.0,94107,1492186167364
4,540,0.0,5.0,5.0,,29000.0,0.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1509119299041
3,150,,18.0,18.0,,4500.0,4500.0,,,2,,1.0,1.0,6.0,94105,1500723164642
4,254,,9.0,9.0,,11500.0,11500.0,182.0,182.0,2,,1.0,1.0,6.0,94103,1499757504403
2,345,,48.0,48.0,,9000.0,9000.0,158.0,158.0,2,,1.0,1.0,3.0,94104,150194366073
5,45,,34.0,34.0,,36226.0,36226.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1505935164588
6,800,,4.0,4.0,,5000.0,5000.0,1.0,1.0,0,,5.0,5.0,3.0,94109,150295056586
8,560,,3.0,3.0,,3300.0,3300.0,50.0,50.0,2,,1.0,1.0,3.0,94111,1499537387543
4,2199,,5.0,5.0,,12000.0,12000.0,,,2,,1.0,1.0,1.0,94117,1501626490623
5,650,0.0,38.0,38.0,,12000.0,12000.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1508626296980
8,415,,61.0,61.0,,2000000.0,3800000.0,,,2,,1.0,1.0,6.0,94105,1498055495332
7,555,0.0,18.0,18.0,,1.0,1.0,,,0,,1.0,1.0,3.0,94111,1497080296981
7,2500,,3.0,3.0,,150000.0,150000.0,,,2,,3.0,3.0,9.0,94110,1496473168780
3,555,,3.0,3.0,,35000.0,35000.0,0.0,0.0,2,,3.0,3.0,10.0,94107,1496332475789
7,181,,55.0,55.0,,11500.0,11500.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1500848510886
2,575,,40.0,40.0,,10000.0,10000.0,3.0,3.0,2,,1.0,1.0,6.0,94105,1505450507760
6,44,,44.0,44.0,,1425.0,1425.0,0.0,0.0,2,,1.0,1.0,3.0,94104,150827667101
2,25,,,4.0,,200000.0,200000.0,0.0,37.0,2,,,5.0,8.0,94103,1325440157155
4,49,,1.0,1.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94133,1505300347122
8,1890,,4.0,4.0,,1.0,0.0,,,2,,2.0,2.0,9.0,94110,1511754435574
5,838,,17.0,17.0,,1.0,1.0,104.0,104.0,2,,1.0,1.0,3.0,94108,1501514474603
5,855,,,6.0,,5500.0,6500.0,,434.0,2,,,1.0,6.0,94103,1508592504576
6,255,,3.0,3.0,,4000.0,4000.0,2.0,3.0,2,,5.0,5.0,1.0,94118,1497388463250
1,760,,1.0,1.0,,20000.0,20000.0,,,2,,1.0,1.0,3.0,94108,150221469778
8,710,0.0,3.0,3.0,,38880.0,38800.0,1.0,1.0,0,,5.0,5.0,1.0,94121,1496001479544
2,301,3.0,58.0,58.0,,50000.0,50000.0,420.0,420.0,2,,1.0,1.0,6.0,94105,1493228499690
8,300,1511.0,13.0,13.0,,7000.0,7000.0,234.0,234.0,0,,1.0,1.0,6.0,94107,1493681166097
8,580,0.0,23.0,23.0,,14000.0,14000.0,,,2,,1.0,1.0,3.0,94104,1505782296596
5,625,,3.0,,,5000.0,5000.0,,,2,,3.0,,10.0,94110,1500117168906
3,1011,0.0,3.0,3.0,,12740.0,12740.0,,,2,,3.0,3.0,6.0,94103,1495366481640
5,2656,0.0,3.0,3.0,,35000.0,50000.0,18.0,18.0,2,,3.0,3.0,3.0,94109,1497412303351
5,1,,32.0,32.0,,15208.0,15208.0,,,2,,1.0,1.0,3.0,94111,150364866082
2,2,,30.0,30.0,,2540.0,2540.0,,,2,,1.0,1.0,3.0,94111,151045963348
1,645,,4.0,4.0,,25000.0,33289.0,,,2,,1.0,1.0,6.0,94107,1496422166653
1,650,0.0,33.0,33.0,,100000.0,185000.0,,,2,,1.0,1.0,3.0,94108,1500413296980
8,761,,1.0,1.0,,2295.0,4270.0,,,2,,5.0,5.0,6.0,94107,1504067386254
2,1420,,4.0,4.0,,1.0,1.0,12.0,12.0,2,,5.0,5.0,3.0,94108,1508907232642
6,3850,,5.0,5.0,,49000.0,49000.0,68.0,68.0,2,,1.0,1.0,8.0,94114,1499780507378
7,150,0.0,5.0,5.0,,32000.0,32000.0,,,2,,1.0,1.0,3.0,94108,1496455392411
6,181,,55.0,55.0,,1300000.0,1300000.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1501826510886
7,201,,17.0,17.0,,9000.0,9505.0,0.0,0.0,2,,1.0,1.0,3.0,94111,150422966080
4,1455,,23.0,23.0,,1350.0,1.0,,,2,,1.0,1.0,6.0,94103,1504732394002
2,101,,48.0,48.0,,3000.0,3000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,150967266081
2,720,,2.0,2.0,,160000.0,160000.0,2.0,2.0,2,,5.0,5.0,8.0,94117,150188694207
8,851,0.0,4.0,4.0,,9985.0,10000.0,0.0,0.0,2,,4.0,4.0,2.0,94109,1495064466849
4,1360,,3.0,3.0,,47000.0,70000.0,12.0,12.0,2,,5.0,5.0,3.0,94109,150732762725
5,1362,,3.0,3.0,,20000.0,20000.0,25.0,25.0,2,,5.0,5.0,3.0,94133,1504856266215
3,3201,,4.0,4.0,,1.0,1.0,17.0,17.0,2,,5.0,5.0,2.0,94115,150266986481
5,3555,,2.0,2.0,,12000.0,12000.0,,,2,,3.0,3.0,2.0,94118,149519189213
3,455,,23.0,23.0,,1530.0,1530.0,,,2,,1.0,1.0,6.0,94105,1499280164576
1,1801,,,1.0,,50000.0,130000.0,,157.0,2,,,1.0,10.0,94107,16562201748
3,5550,,1.0,1.0,,5000.0,5000.0,,,2,,1.0,1.0,11.0,94112,1495275220072
8,121,,25.0,25.0,,1.0,1.0,320.0,320.0,2,,1.0,1.0,6.0,94105,1507383436366
8,3,,30.0,,,4500.0,4500.0,,,2,,1.0,,3.0,94111,149351763349
3,1645,,2.0,2.0,,11000.0,28000.0,,,2,,3.0,3.0,9.0,94110,1498737510727
2,211,,17.0,17.0,,65000.0,65000.0,,,2,,1.0,1.0,6.0,94105,1510236165680
8,3965,,3.0,3.0,,5500.0,5500.0,2.0,2.0,0,,5.0,5.0,8.0,94131,1503552493843
2,2,,15.0,15.0,,3000.0,3500.0,,,2,,1.0,1.0,6.0,94105,1500335389290
5,250,,,12.0,,1.0,1.0,,208.0,2,,,1.0,6.0,94103,1492666165532
5,901,,6.0,6.0,,1200.0,1200.0,,,2,,1.0,1.0,6.0,94103,1506773164367
2,405,0.0,10.0,10.0,,78000.0,78000.0,,,2,,1.0,1.0,6.0,94105,1494498450880
6,2130,,3.0,3.0,,70602.0,70602.0,,,2,,1.0,1.0,1.0,94117,1500928254564
1,550,,4.0,4.0,,1.0,1.0,253.0,253.0,2,,5.0,5.0,3.0,94133,1508761347290
4,61,,2.0,2.0,,30000.0,45864.0,,,2,,3.0,3.0,6.0,94107,1503113369593
2,175,,3.0,3.0,,6000.0,6000.0,12.0,12.0,2,,5.0,5.0,2.0,94123,149730071137
6,898,,1.0,1.0,,120000.0,259000.0,0.0,0.0,2,,5.0,5.0,10.0,94107,1511282171812
7,3150,,4.0,4.0,,1.0,1.0,,,2,,5.0,5.0,2.0,94109,1497073510673
7,50,,37.0,37.0,,203000.0,203000.0,,,2,,1.0,1.0,3.0,94111,149553563364
7,2305,,2.0,2.0,,6000.0,10000.0,2.0,2.0,0,,5.0,5.0,9.0,94110,1500009510878
4,181,,55.0,55.0,,1300000.0,1300000.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1501827510885
5,181,,55.0,55.0,,1.0,1.0,67.0,67.0,2,,5.0,5.0,6.0,94105,1505955510886
8,415,,63.0,63.0,,45000.0,45000.0,,,2,,1.0,1.0,6.0,94105,1507863495332
8,1,,40.0,40.0,,27500.0,27500.0,0.0,0.0,2,,1.0,1.0,3.0,94126,150552763347
3,303,,10.0,10.0,,97000.0,72920.0,,,2,,1.0,1.0,6.0,94105,1508245347172
3,10,,4.0,4.0,,5000.0,5000.0,31.0,31.0,2,,5.0,5.0,10.0,94124,1504698493649
5,217,,4.0,4.0,,5140.0,5140.0,0.0,0.0,2,,3.0,3.0,3.0,94111,1507669470657
8,3947,,3.0,3.0,,1.0,1.0,1.0,1.0,2,,5.0,5.0,2.0,94118,149240286280
8,288,,3.0,,,800.0,800.0,32.0,,2,,5.0,,5.0,94102,1496416449830
8,560,,28.0,28.0,,20000.0,0.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1506632454613
1,1847,,2.0,2.0,,50000.0,50000.0,1.0,1.0,0,,5.0,5.0,10.0,94124,1494472182433
7,50,,42.0,42.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1504347164581
3,101,,26.0,26.0,,4500.0,4500.0,,,2,,1.0,1.0,6.0,94105,1497839451384
6,777,204.0,3.0,3.0,,200000.0,564707.0,,,2,,5.0,5.0,9.0,94110,1492178394514
8,3,,30.0,,,4500.0,4500.0,,,2,,1.0,,3.0,94111,149351663349
1,465,,17.0,17.0,,12000.0,12000.0,,,2,,1.0,1.0,3.0,94104,150315266066
1,2108,0.0,3.0,3.0,,1.0,1.0,6.0,6.0,2,,5.0,5.0,9.0,94110,1502420404669
3,3560,,4.0,4.0,,35000.0,67600.0,14.0,14.0,2,,5.0,5.0,2.0,94123,150602384214
8,235,,31.0,31.0,,4312.0,4312.0,,,2,,1.0,1.0,3.0,94104,150188366177
8,981,,3.0,3.0,,1000.0,1000.0,3.0,3.0,2,,5.0,5.0,9.0,94110,1495397248340
5,1606,,4.0,4.0,,10000.0,10000.0,4.0,4.0,2,,5.0,5.0,3.0,94133,149440361043
4,864,0.0,3.0,3.0,,3000.0,5000.0,3.0,3.0,2,,5.0,5.0,2.0,94109,1510231430331
1,1,,3.0,3.0,,230000.0,230000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,150808258182
1,430,,1.0,1.0,,100000.0,100000.0,,,2,,3.0,3.0,3.0,94133,1498888373255
